patients,available_beds,TARGET_risk,TARGET_summary,TARGET_actions
209,12,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
227,84,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
110,89,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
171,84,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
100,52,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
196,81,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
70,44,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
54,31,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
259,35,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
141,80,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
219,98,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
110,59,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
71,10,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
198,62,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
119,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
50,51,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
182,54,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
282,25,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
61,67,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
139,33,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
95,51,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
83,81,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
226,98,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
127,92,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
267,51,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
94,28,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
204,37,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
122,41,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
75,20,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
298,41,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
96,12,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
170,63,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
263,16,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
288,8,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
105,40,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
143,0,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
156,1,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
112,59,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
97,47,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
110,28,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
130,96,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
75,9,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
85,57,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
50,59,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
57,20,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
162,27,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
148,74,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
229,33,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
256,7,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
96,58,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
176,85,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
105,71,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
263,48,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
63,78,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
267,16,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
77,59,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
264,86,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
127,87,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
265,44,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
179,82,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
158,68,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
203,31,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
63,43,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
236,64,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
105,86,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
164,7,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
56,76,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
52,71,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
160,86,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
200,42,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
287,0,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
156,50,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
288,23,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
286,98,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
67,23,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
299,16,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
87,4,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
276,19,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
164,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
64,57,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
241,30,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
266,99,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
168,10,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
278,51,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
77,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
251,82,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
88,6,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
